Gene_ID,Name,s_frt82b_1,s_frt82b_2,s_frt82b_3,s_wda_1,s_wda_2,s_wda_3
FBgn0265591,lncRNA:CR44418,0,0,0,0,0,0
FBgn0265592,lncRNA:CR44419,0,0.22,0.08,0.24,0,0.31
FBgn0265593,lncRNA:CR44420,0,0,0,0,0,0
FBgn0265594,lncRNA:CR44421,0,0,0,0,0,0
FBgn0265595,CG44422,0.09,0.08,0.11,0.55,0.29,0.35
FBgn0265596,lncRNA:CR44423,0.06,0,0.07,0,0,0.07
FBgn0265597,rad,0,0,0.01,0.01,0,0.02
FBgn0265598,Bx,10.61,9.97,11.55,5.21,5.13,4.59
FBgn0265605,Ric,32,29.42,38.17,20.06,17.87,19.73
FBgn0265606,Prosalpha4T1,0,0,0,0,0,0
FBgn0265607,beat-IIIa,0,0.02,0.07,0.03,0,0.02
FBgn0265608,CG44426,0,0,0,0,0,0
FBgn0265609,asRNA:CR44427,0,0,0,0,0,0
FBgn0265610,CG44428,0,0,0,0,0,0
FBgn0265611,asRNA:CR44429,0.54,0.32,0.24,2.49,3.31,3.71
FBgn0265612,lncRNA:CR44430,0,0,0,0,0,0
FBgn0265613,asRNA:CR44431,0,0,0.11,0.1,0,0.2
FBgn0265614,lncRNA:CR44432,0,0,0,0,0,0
FBgn0265623,Su(z)2,2.43,2.91,2.87,6.35,6.68,6.09
FBgn0265625,CG44433,0,0,0,0,0,0.04
FBgn0265626,CG44434,0,0,0,0,0,0
FBgn0265627,CG44435,0,0,0,0,0,0
FBgn0265629,CG44437,0.19,0.09,0.04,0.17,0.21,0.25
FBgn0265630,sno,16.9,16.03,19.79,12.17,13.65,10.94
FBgn0265631,CG44438,0,0,0,0,0,0
FBgn0265632,CG44439,0,0,0,0,0,0
FBgn0265633,lncRNA:CR44440,0.03,0.05,0,0.34,0.27,0.33
FBgn0265634,lncRNA:CR44441,0,0,0,0.6,0.7,0.77
FBgn0265635,lncRNA:CR44442,0,0,0,0,0.08,0.07
FBgn0265636,lncRNA:CR44443,0,0,0,0.08,0,0.08
FBgn0265637,lncRNA:CR44444,0.32,0.32,0.18,1.17,1.45,1.75
FBgn0265638,lncRNA:CR44445,0.04,0.06,0,0.04,0.24,0.33
FBgn0265639,lncRNA:CR44446,0,0,0,0,0,0
FBgn0265640,lncRNA:CR44447,0,0,0,0,0,0
FBgn0265641,lncRNA:CR44448,0,0,0,0,0,0
FBgn0265642,lncRNA:TS18,0,0,0,0,0,0
FBgn0265643,lncRNA:CR44450,0,0,0,0,0,0
FBgn0265644,lncRNA:CR44451,0,0,0,0.27,0.19,0.13
FBgn0265645,lncRNA:CR44452,0,0,0,0,0,0
FBgn0265646,lncRNA:CR44453,0,0,0,0,0,0
FBgn0265648,lncRNA:CR44455,0,0,0,0,0,0
FBgn0265649,lncRNA:CR44456,0,0,0,0,0,0
FBgn0265650,lncRNA:CR44457,0,0,0,0,0,0
FBgn0265651,lncRNA:CR44458,0.14,0,0,0.99,0.67,1.66
FBgn0265652,lncRNA:CR44459,0,0,0,0,0.16,0
FBgn0265653,lncRNA:CR44460,0,0,0,0,0,0
FBgn0265654,lncRNA:CR44461,0,0,0,0,0,0
FBgn0265655,lncRNA:CR44462,0,0,0,0,0,0
FBgn0265656,lncRNA:CR44463,0,0.2,0,0.29,1.25,0.85
FBgn0265657,lncRNA:CR44464,0,0,0,0,0,0
FBgn0265658,lncRNA:CR44465,0,0,0,0,0,0
FBgn0265659,lncRNA:CR44466,0,0,0,0,0,0
FBgn0265660,lncRNA:CR44467,0,0,0,0,0,0
FBgn0265661,lncRNA:CR44468,0.03,0,0.13,0.03,0.08,0.03
FBgn0265662,lncRNA:CR44469,0,0,0.2,0,0,0
FBgn0265663,lncRNA:CR44470,0,0,0.05,0,0.03,0
FBgn0265664,lncRNA:CR44471,0.06,0,0.07,0,0,0
FBgn0265665,lncRNA:CR44472,1.5,1.71,2.44,0.49,0.65,0.91
FBgn0265666,lncRNA:CR44473,0,0,0,0,0,0
FBgn0265667,lncRNA:CR44474,0,0,0,0.08,0,0
FBgn0265668,CG44475,0.14,0.1,0,0,0,0
FBgn0265669,CG44476,31.17,22.15,23.21,437.93,265.91,441.33
FBgn0265670,CG44477,0,0,0,0,0,0
FBgn0265671,lncRNA:CR44478,0.12,0.09,0,0.63,0.36,0.61
FBgn0265672,lncRNA:CR44479,0,0,0,0,0.09,0
FBgn0265673,lncRNA:CR44480,0,0,0,0,0,0
FBgn0265674,lncRNA:CR44481,0,0,0,0,0,0
FBgn0265675,lncRNA:CR44482,0,0,0,0,0,0
FBgn0265676,lncRNA:CR44483,0,0,0,0,0,0
FBgn0265677,lncRNA:CR44484,0,0,0,0,0,0
FBgn0265678,lncRNA:CR44485,0,0,0,0,0,0
FBgn0265679,lncRNA:CR44486,0,0,0,0,0,0
FBgn0265680,lncRNA:CR44487,0,0.13,0,0,0,0
FBgn0265681,lncRNA:CR44488,0,0,0,0,0,0
FBgn0265682,lncRNA:CR44489,0.08,0.13,0,0.56,0.13,0.18
FBgn0265683,lncRNA:CR44490,0,0,0,0,0,0
FBgn0265684,lncRNA:CR44491,0,0,0,0,0,0
FBgn0265685,lncRNA:CR44492,0,0,0,0,0,0
FBgn0265686,lncRNA:CR44493,0,0,0,0,0.1,0.43
FBgn0265687,lncRNA:CR44494,0,0,0,0,0,0
FBgn0265688,lncRNA:CR44495,0,0,0,0,0,0
FBgn0265689,lncRNA:CR44496,0,0,0,0,0,0
FBgn0265690,lncRNA:CR44497,0,0,0,0,0,0
FBgn0265691,lncRNA:CR44498,0.02,0.01,0.02,0,0,0
FBgn0265692,lncRNA:CR44499,0,0,0,0,0,0
FBgn0265693,lncRNA:CR44500,0,0,0,0.07,0,0
FBgn0265694,lncRNA:CR44501,0,0,0,0,0.02,0.02
FBgn0265695,lncRNA:CR44502,0,0,0,0,0,0
FBgn0265696,lncRNA:CR44503,0,0,0,0,0,0
FBgn0265697,lncRNA:CR44504,0,0,0,0,0,0
FBgn0265698,lncRNA:CR44505,0,0,0,0,0,0
FBgn0265699,lncRNA:CR44506,0,0,0,0,0,0
FBgn0265700,lncRNA:CR44507,0,0.05,0,0,0,0
FBgn0265701,lncRNA:CR44508,0,0,0,0,0,0
FBgn0265702,asRNA:CR44509,0,0,0,0,0,0
FBgn0265703,lncRNA:CR44510,0,0,0,0,0,0
FBgn0265704,lncRNA:CR44511,0,0,0,0,0,0
FBgn0265705,asRNA:CR44512,4.61,4.18,4.27,8.85,8.54,12.38
FBgn0265706,lncRNA:CR44513,0.1,0,0.12,0,0.16,0
FBgn0265707,lncRNA:CR44514,0,0,0,0,0,0
FBgn0265708,lncRNA:CR44515,0,0,0,0,0.04,0
FBgn0265709,lncRNA:CR44516,0,0,0,0,0,0
FBgn0265710,lncRNA:CR44517,0,0.02,0.03,0.14,0.1,0.08
FBgn0265711,lncRNA:CR44518,0,0,0,0,0.07,0
FBgn0265712,lncRNA:CR44519,0,0,0,0,0,0
FBgn0265713,lncRNA:CR44520,0,0,0,0,0,0
FBgn0265714,CG44521,0,0,0,0,0,0
FBgn0265715,lncRNA:CR44522,0.12,0.09,0,0,0.18,0.25
FBgn0265716,lncRNA:CR44523,0,0,0,0,0,0
FBgn0265717,lncRNA:CR44524,4.81,2.84,2.85,2.15,2.54,2.54
FBgn0265718,lncRNA:CR44525,0,0,0,0,0,0
FBgn0265719,lncRNA:CR44526,0.65,0.14,0.31,0.41,0.36,0.39
FBgn0265720,lncRNA:CR44527,0,0,0,0,0,0.11
FBgn0265721,lncRNA:CR44528,0,0,0,0,0,0
FBgn0265722,lncRNA:CR44529,0,0,0,0,0,0.19
FBgn0265723,lncRNA:CR44530,0,0,0,0,0,0
FBgn0265724,lncRNA:CR44531,0,0.11,0,0,0,0
FBgn0265725,CG44532,0.31,0.26,0.15,17.55,13.29,16.59
FBgn0265726,Nna1,1.11,1.26,1.23,21.89,16.78,17.03
FBgn0265727,lncRNA:CR44534,0,0,0,0,0,0
FBgn0265728,lncRNA:CR44535,0,0,0,0,0,0
FBgn0265729,lncRNA:CR44536,0,0,0,0,0,0
FBgn0265730,lncRNA:CR44537,0,0,0,0,0,0
FBgn0265731,lncRNA:CR44538,0,0,0,0,0,0
FBgn0265732,lncRNA:CR44539,0,0,0,0,0,0
FBgn0265733,lncRNA:CR44540,0,0,0,0,0,0
FBgn0265734,lncRNA:CR44541,0,0,0,0,0,0
FBgn0265735,lncRNA:CR44542,0,0,0,0,0,0
FBgn0265736,lncRNA:CR44543,0,0,0,0,0,0
FBgn0265737,lncRNA:CR44544,0.09,0.07,0,0.1,0,0.19
FBgn0265738,lncRNA:CR44545,0,0,0,0,0,0
FBgn0265739,lncRNA:CR44546,0,0,0,0,0,0
FBgn0265740,lncRNA:CR44547,0,0.11,0,0.32,0.06,0.08
FBgn0265741,lncRNA:CR44548,0,0,0,0,0,0
FBgn0265742,lncRNA:CR44549,0.07,0,0,0,0,0
FBgn0265743,lncRNA:CR44550,0,0,0,0,0,0
FBgn0265744,lncRNA:CR44551,0,0,0,0,0,0
FBgn0265745,lncRNA:CR44552,0,0,0,0,0.08,0
FBgn0265746,lncRNA:CR44553,0.04,0,0,0.04,0,0.08
FBgn0265747,lncRNA:CR44554,0,0,0,0,0,0.11
FBgn0265748,lncRNA:CR44555,0,0,0,0,0,0
FBgn0265749,lncRNA:CR44556,0,0,0,0,0,0.07
FBgn0265750,lncRNA:CR44557,0,0,0,0,0,0
FBgn0265751,lncRNA:CR44558,0,0,0,0,0,0
FBgn0265752,lncRNA:CR44559,0,0,0,0,0,0
FBgn0265753,lncRNA:CR44560,0,0,0,0.48,0.26,0.25
FBgn0265754,lncRNA:CR44561,0,0,0,0.28,0.2,0.34
FBgn0265755,lncRNA:CR44562,0,0,0,0,0,0
FBgn0265756,lncRNA:CR44563,0,0,0,0,0,0
FBgn0265757,lncRNA:CR44564,0.4,0.3,0.15,0.34,0.31,0.57
FBgn0265758,lncRNA:CR44565,0,0,0,0,0,0
FBgn0265759,lncRNA:CR44566,0,0.11,0.17,0.05,0.04,0
FBgn0265760,lncRNA:CR44567,0.71,0.53,0.4,3.9,3.87,3.01
FBgn0265761,lncRNA:CR44568,1.12,0.89,0.9,0,0.06,0
FBgn0265762,CG44569,0,0,0,1.23,0.56,0.65
FBgn0265763,lncRNA:CR44570,0,0,0,0,0,0
FBgn0265764,lncRNA:CR44571,0,0,0,0,0.12,0
FBgn0265765,lncRNA:CR44572,0,0,0,0,0,0
FBgn0265766,lncRNA:CR44573,0,0,0,0,0,0
FBgn0265767,zyd,57.22,60.81,62.46,17.03,20.68,18.53
FBgn0265778,PDZ-GEF,27.18,29.34,31.39,22.28,24.14,19.12
FBgn0265784,CrebB,48.61,46.72,52.66,47.22,46.14,42.6
FBgn0265785,CG44574,0,0,0,0,0,0
FBgn0265786,lncRNA:CR44575,0,0,0,0,0,0
FBgn0265787,lncRNA:CR44576,0,0,0,0,0,0
FBgn0265788,lncRNA:CR44577,0,0,0,0,0,0
FBgn0265789,lncRNA:CR44578,0,0,0,0,0,0
FBgn0265790,lncRNA:CR44579,0,0,0,0,0,0
FBgn0265791,lncRNA:CR44580,0,0,0,0,0,0
FBgn0265792,lncRNA:CR44581,0.41,0.24,0.69,0.53,0.25,0.26
FBgn0265793,lncRNA:CR44582,0.13,0.1,0,0,0,0
FBgn0265794,lncRNA:CR44583,0,0,0,0,0,0
FBgn0265795,lncRNA:CR44584,0,0,0,0,0,0
FBgn0265796,lncRNA:CR44585,0,0,0,0,0,0
FBgn0265797,lncRNA:CR44586,0,0,0,0,0.11,0
FBgn0265798,lncRNA:CR44587,0,0,0,0,0,0
FBgn0265799,lncRNA:CR44588,0,0,0,0,0,0.13
FBgn0265800,lncRNA:CR44589,0.22,0.48,0,1.89,1.51,2.28
FBgn0265801,lncRNA:CR44590,0,0,0,0,0,0
FBgn0265802,lncRNA:CR44591,0,0,0,0,0,0
FBgn0265803,asRNA:CR44592,0,0,0,0,0,0
FBgn0265804,lncRNA:CR44593,0,0,0,0,0,0
FBgn0265805,lncRNA:CR44594,0,0,0,0,0,0
FBgn0265806,lncRNA:CR44595,0,0,0,0,0,0
FBgn0265807,lncRNA:CR44596,0,0,0,0,0,0
FBgn0265808,lncRNA:CR44597,0,0,0,0,0,0
FBgn0265809,lncRNA:CR44598,0,0,0,0,0,0
FBgn0265810,asRNA:CR44599,20.55,17.71,18.61,4.43,4.38,4.92
FBgn0265811,asRNA:CR44600,0.15,0.07,0,0.16,0.27,0.16
FBgn0265812,lncRNA:CR44601,0,0,0,0,0,0
FBgn0265813,lncRNA:CR44602,0,0,0,0,0,0.05
FBgn0265814,lncRNA:CR44603,0,0,0,0.01,0,0.01
FBgn0265815,lncRNA:CR44604,0,0,0,0,0,0
FBgn0265816,lncRNA:CR44605,0,0,0,0,0,0
FBgn0265817,lncRNA:CR44606,0,0,0,0,0,0
FBgn0265818,lncRNA:CR44607,0,0,0,0,0,0
FBgn0265819,lncRNA:CR44608,0.67,0.68,0.85,0.73,0.52,1.32
FBgn0265820,lncRNA:CR44609,0,0,0,0,0,0
FBgn0265821,lncRNA:CR44610,0.11,0,0,0,0,0
FBgn0265822,lncRNA:CR44611,0,0,0,0,0,0
FBgn0265823,lncRNA:CR44612,0.22,0.19,0.27,0.03,0.06,0.06
FBgn0265824,lncRNA:CR44613,0,0,0,0,0.13,0.18
FBgn0265825,lncRNA:CR44614,0,0,0,0,0,0
FBgn0265826,lncRNA:CR44615,0,0,0,0,0,0
FBgn0265827,lncRNA:CR44616,0,0,0,0,0,0
FBgn0265828,lncRNA:CR44617,0,0,0,0,0,0
FBgn0265829,lncRNA:CR44618,0.07,0,0,0,0,0
FBgn0265830,lncRNA:CR44619,0.39,0.24,0.3,0.86,0.66,0.83
FBgn0265831,lncRNA:CR44620,2.21,0.98,1.84,1.94,2.51,3.11
FBgn0265832,lncRNA:CR44621,0.08,0,0,0.28,0,0
FBgn0265833,CG44622,0,0,0,0,0,0
FBgn0265834,CG44623,0,0,0,0,0,0
FBgn0265835,CG44624,0,0,0,0,0,0
FBgn0265836,CG44625,0,0,0,0,0,0
FBgn0265837,lncRNA:CR44626,0,0,0,0,0,0
FBgn0265838,lncRNA:CR44627,0,0,0,0,0,0
FBgn0265839,lncRNA:CR44628,0,0,0,0,0,0
FBgn0265840,lncRNA:CR44629,0,0,0,0,0,0
FBgn0265841,lncRNA:CR44630,0,0,0,0,0,0
FBgn0265842,lncRNA:CR44631,0,0,0,0.07,0,0
FBgn0265843,lncRNA:CR44632,0.3,0.3,0.25,0.15,0.15,0.03
FBgn0265844,lncRNA:CR44633,0,0,0.1,0,0.07,0
FBgn0265845,lncRNA:CR44634,0,0,0,0,0,0
FBgn0265846,lncRNA:CR44635,0,0,0,0,0,0
FBgn0265847,lncRNA:CR44636,0,0,0,0.15,0,0
FBgn0265849,lncRNA:CR44638,0,0,0,0,0,0
FBgn0265850,lncRNA:CR44639,0,0,0,0,0,0
FBgn0265851,lncRNA:CR44640,0,0,0,0.18,0,0
FBgn0265852,lncRNA:CR44641,0,0,0,0,0,0
FBgn0265853,lncRNA:CR44642,0,0,0,0,0.05,0.07
FBgn0265854,lncRNA:CR44643,0,0,0,0,0,0
FBgn0265855,lncRNA:CR44644,0,0,0,0,0,0
FBgn0265856,lncRNA:CR44645,0.19,0.09,0,2.12,1.07,0.79
FBgn0265857,lncRNA:CR44646,0,0,0,0.18,0,0
FBgn0265858,lncRNA:CR44647,0,0,0,0,0.13,0
FBgn0265859,lncRNA:CR44648,0,0,0,0,0,0
FBgn0265860,lncRNA:CR44649,0,0,0,0,0,0
FBgn0265861,lncRNA:CR44650,0,0,0,0,0,0
FBgn0265862,lncRNA:CR44651,0.08,0,0.04,0.21,0.12,0.04
FBgn0265863,lncRNA:CR44652,0,0,0,0,0,0
FBgn0265864,asRNA:CR44653,0,0,0,0,0,0
FBgn0265865,lncRNA:CR44654,0,0,0,0,0.15,0.2
FBgn0265866,lncRNA:CR44655,0.06,0,0.07,0.56,0.44,0.4
FBgn0265868,lncRNA:CR44657,0,0.01,0,0,0,0.04
FBgn0265869,lncRNA:CR44658,0,0,0,0,0,0
FBgn0265870,lncRNA:CR44659,0.63,0.87,0.61,0,0.07,0
FBgn0265871,lncRNA:CR44660,0,0,0,0,0,0
FBgn0265872,lncRNA:CR44661,0.29,0.14,0,3.6,2.4,2.66
FBgn0265873,lncRNA:CR44662,0.02,0.05,0.05,0.35,0.14,0.21
FBgn0265874,lncRNA:CR44663,0,0,0,0,0,0
FBgn0265875,lncRNA:CR44664,0,0,0,0,0,0
FBgn0265876,lncRNA:CR44665,0,0,0,0,0,0
FBgn0265877,lncRNA:CR44666,0,0.09,0,0.25,0.09,0.12
FBgn0265878,lncRNA:CR44667,0,0.03,0,0,0,0.19
FBgn0265879,lncRNA:CR44668,0,0,0,0,0,0
FBgn0265880,lncRNA:CR44669,0.1,0,0,0,0,0
FBgn0265881,lncRNA:CR44670,0,0,0,0,0,0
FBgn0265882,lncRNA:CR44671,0,0,0,0,0,0
FBgn0265883,lncRNA:CR44672,0,0,0,0,0,0
FBgn0265884,lncRNA:CR44673,0.13,0.1,0.15,0,0.36,0.14
FBgn0265885,lncRNA:CR44674,0,0,0,0,0,0
FBgn0265886,lncRNA:CR44675,0,0,0,0,0,0
FBgn0265887,lncRNA:CR44676,0,0,0,0,0,0
FBgn0265888,lncRNA:CR44677,0,0,0,0,0,0
FBgn0265889,lncRNA:CR44678,0,0,0,0,0,0
FBgn0265890,lncRNA:CR44679,0,0,0,0,0,0
FBgn0265891,lncRNA:CR44680,0,0,0,0,0,0
FBgn0265892,lncRNA:CR44681,0,0,0,0,0,0
FBgn0265893,lncRNA:CR44682,0,0,0,0,0,0
FBgn0265894,lncRNA:CR44683,0,0,0,0,0,0
FBgn0265895,lncRNA:CR44684,0,0,0,0,0,0
FBgn0265896,lncRNA:CR44685,0,0,0,0,0,0
FBgn0265897,lncRNA:CR44686,0,0,0,0,0,0
FBgn0265898,lncRNA:CR44687,0,0,0,0,0,0
FBgn0265899,lncRNA:CR44688,0,0.07,0,0,0,0
FBgn0265900,lncRNA:CR44689,0,0,0,0,0,0
FBgn0265901,asRNA:CR44690,1.13,1.39,1.02,2.97,2.85,3.05
FBgn0265902,lncRNA:CR44691,1.7,1.37,2.03,0.67,0.51,0.5
FBgn0265903,lncRNA:CR44692,0,0.05,0.08,0.07,0.16,0.07
FBgn0265904,lncRNA:CR44693,0,0,0,0,0,0
FBgn0265905,lncRNA:CR44694,0,0,0,0,0,0
FBgn0265906,lncRNA:CR44695,0,0,0,0,0,0
FBgn0265907,lncRNA:CR44696,0,0,0,0,0,0
FBgn0265908,lncRNA:CR44697,0,0,0,0,0,0
FBgn0265909,lncRNA:CR44698,0,0,0,0,0,0
FBgn0265910,lncRNA:CR44699,0,0,0,0,0,0.11
FBgn0265911,lncRNA:CR44700,0,0,0,0,0,0
FBgn0265912,lncRNA:CR44701,0,0,0,0,0,0
FBgn0265913,lncRNA:CR44702,0,0,0,0,0,0
FBgn0265914,asRNA:CR44703,0,0,0.04,0,0,0
FBgn0265915,asRNA:CR44704,0,0.11,0.13,0,0.23,0.04
FBgn0265916,lncRNA:CR44705,0,0,0,0.47,0.33,0.22
FBgn0265917,CR44706,0,0,0,0,0,0
FBgn0265918,lncRNA:CR44707,6.53,6.03,6.21,1.83,1.45,1.64
FBgn0265919,lncRNA:CR44708,0,0,0,0,0,0
FBgn0265920,lncRNA:CR44709,0,0,0,0,0,0
FBgn0265921,lncRNA:CR44710,0,0,0,0,0,0
FBgn0265922,lncRNA:CR44711,0,0,0,0,0,0
FBgn0265923,lncRNA:CR44712,0,0,0.38,0.74,0.61,0.83
FBgn0265924,lncRNA:CR44713,0.18,0,0,0.6,0.57,0.39
FBgn0265925,lncRNA:CR44714,0,0,0,0,0,0.14
FBgn0265926,lncRNA:CR44715,0,0,0,0,0,0
FBgn0265927,lncRNA:CR44716,0,0,0,0,0.09,0
FBgn0265928,lncRNA:CR44717,0,0.03,0.03,0.22,0.07,0.14
FBgn0265929,lncRNA:CR44718,0.11,0.06,0,0.58,0.21,0.32
FBgn0265930,lncRNA:CR44719,0,0.11,0,0,0.12,0
FBgn0265931,lncRNA:CR44720,0,0.11,0,0.4,0.23,0.31
FBgn0265932,lncRNA:CR44721,0,0,0,0,0.07,0
FBgn0265933,lncRNA:CR44722,0,0,0,0,0,0.16
FBgn0265934,lncRNA:CR44723,0,0.05,0,0.36,0.3,0.14
FBgn0265935,coro,132.84,128.82,139.77,91.31,75.4,75.3
FBgn0265937,asRNA:CR44724,8.35,7.87,9.3,2.96,3.09,3.53
FBgn0265938,lncRNA:CR44725,0,0,0,0,0.06,0
FBgn0265939,lncRNA:CR44726,0,0,0,0,0,0
FBgn0265940,lncRNA:CR44727,0.12,0.26,0.13,1.26,0.8,0.49
FBgn0265941,lncRNA:CR44728,0.04,0.03,0,0,0,0
FBgn0265942,lncRNA:CR44729,0.06,0,0,0,0,0
FBgn0265943,lncRNA:CR44730,0,0,0,0,0,0
FBgn0265944,lncRNA:CR44731,0,0,0,0,0,0
FBgn0265945,lncRNA:CR44732,0,0,0,0,0,0
FBgn0265946,lncRNA:CR44733,0,0,0,0,0,0
FBgn0265947,lncRNA:CR44734,0,0,0,0,0,0
FBgn0265948,lncRNA:CR44735,0,0,0,0,0,0
FBgn0265949,lncRNA:CR44736,0,0,0,0,0,0
FBgn0265950,lncRNA:CR44737,0,0,0,0,0,0
FBgn0265951,lncRNA:CR44738,0,0,0,0,0,0
FBgn0265952,lncRNA:CR44739,0,0,0,0,0,0
FBgn0265953,lncRNA:CR44740,0,0,0,0,0,0
FBgn0265954,lncRNA:CR44741,0,0,0,0.4,0.65,0.25
FBgn0265955,lncRNA:CR44742,0,0,0,0,0,0
FBgn0265956,lncRNA:CR44743,0,0.13,0.13,0.08,0.46,0.24
FBgn0265957,lncRNA:CR44744,0,0,0,0.09,0,0
FBgn0265958,lncRNA:CR44745,0,0,0,0,0,0
FBgn0265959,rdgC,0.01,0,0,0.01,0.01,0.04
FBgn0265960,lncRNA:CR44747,0,0,0,0,0,0
FBgn0265961,lncRNA:CR44748,0,0,0,0.2,0.19,0.26
FBgn0265962,lncRNA:CR44749,0.08,0.18,0.18,2.31,1.45,1.54
FBgn0265963,lncRNA:CR44750,0,0,0,0,0,0
FBgn0265964,lncRNA:CR44751,0,0,0,0,0,0
FBgn0265965,lncRNA:CR44752,0,0,0,0,0,0
FBgn0265966,lncRNA:CR44753,0,0,0,0.09,0.03,0
FBgn0265967,lncRNA:CR44754,0.01,0.01,0,0.17,0.06,0.08
FBgn0265968,Tfb5,47.77,45.53,49.31,40.38,38.44,41.74
FBgn0265974,ttv,16.6,16.29,19.13,20.25,16.55,15.2
FBgn0265976,lncRNA:CR44755,0,0,0,0,0,0
FBgn0265977,lncRNA:CR44756,2.81,2.93,2.72,2.6,1.27,0.61
FBgn0265978,lncRNA:CR44757,0,0,0.23,0.11,0,0
FBgn0265979,lncRNA:CR44758,0,0.06,0,0.09,0,0
FBgn0265980,lncRNA:CR44759,0,0.03,0.05,0,0.04,0.05
FBgn0265981,lncRNA:CR44760,0,0,0,0.53,0.13,0.34
FBgn0265982,lncRNA:CR44761,0,0,0,0.2,0.14,0.38
FBgn0265983,lncRNA:CR44762,0,0,0,0.18,0,0
FBgn0265984,lncRNA:CR44763,0,0.04,0,0,0.08,0.06
FBgn0265985,lncRNA:CR44764,0,0,0,0.16,0.09,0.03
FBgn0265986,lncRNA:CR44765,0,0,0,0,0,0
FBgn0265987,lncRNA:CR44766,8.05,8.13,7.86,5.69,7.09,5.74
FBgn0265988,mv,9.6,12.11,11.41,8.45,8.9,6.8
FBgn0265991,Zasp52,28.59,36.62,35.55,137.38,111.87,93.49
FBgn0265992,lncRNA:CR44767,0,0,0,0,0,0
FBgn0265993,lncRNA:CR44768,0,0,0,0,0,0
FBgn0265994,lncRNA:CR44769,0,0,0,0,0,0
FBgn0265995,lncRNA:CR44770,0,0,0,0,0,0
FBgn0265996,lncRNA:CR44771,0,0,0,0,0,0
FBgn0265997,lncRNA:CR44772,0,0,0,0.95,0.84,0.23
FBgn0265998,Doa,72.98,76.13,81.6,51.25,50.54,41.58
FBgn0265999,lncRNA:CR44773,0,0,0,0.17,0.12,0.5
FBgn0266000,CG44774,67.44,68.56,78.33,24.2,25.88,22.69
FBgn0266001,lncRNA:CR44775,0,0,0,0,0,0
FBgn0266002,lncRNA:CR44776,0.15,0.57,0.35,5.76,7.33,6.84
FBgn0266003,lncRNA:CR44777,0,0,0,0,0,0
FBgn0266004,lncRNA:CR44778,0,0.03,0,0,0,0
FBgn0266005,lncRNA:CR44779,9.06,8.56,8.06,2.32,3.28,3.34
FBgn0266007,lncRNA:CR44780,0,0,0,0,0,0
FBgn0266008,lncRNA:CR44781,0,0,0,0,0,0
FBgn0266009,lncRNA:CR44782,0,0,0,0,0,0
FBgn0266010,lncRNA:CR44783,0,0,0,0,0,0
FBgn0266011,lncRNA:CR44784,1.01,1.03,0.64,1.59,1.42,1.4
FBgn0266019,rudhira,38.8,44.8,45.87,39.32,39.26,27.72
FBgn0266020,lncRNA:CR44785,0.07,0,0.23,0,0,0
FBgn0266021,lncRNA:CR44786,0,0,0,0,0,0
FBgn0266022,lncRNA:CR44787,0,0,0,0,0,0
FBgn0266023,lncRNA:CR44788,0,0,0,0,0,0
FBgn0266024,lncRNA:CR44789,0,0,0,0,0,0
FBgn0266025,lncRNA:CR44790,0,0,0,0,0,0
FBgn0266026,lncRNA:CR44791,0,0,0,0,0,0
FBgn0266027,asRNA:TS15,0,0,0,0,0,0
FBgn0266028,asRNA:CR44793,0.81,0.69,0.92,0.44,0.38,0.17
FBgn0266029,lncRNA:CR44794,0,0,0,0,0,0
FBgn0266030,lncRNA:CR44795,0,0,0,0,0,0
FBgn0266031,lncRNA:CR44796,0,0,0,0,0,0
FBgn0266032,lncRNA:CR44797,0,0,0,0.09,0,0
FBgn0266033,lncRNA:CR44798,0,0,0,0,0,0
FBgn0266034,lncRNA:CR44799,0,0,0,0,0,0
FBgn0266035,lncRNA:CR44800,0,0,0,0,0,0
FBgn0266036,lncRNA:CR44801,0,0,0,0,0,0
FBgn0266037,lncRNA:CR44802,0,0,0,0,0,0
FBgn0266038,lncRNA:CR44803,0,0,0,0,0,0
FBgn0266039,lncRNA:CR44804,0,0,0,0.13,0,0
FBgn0266040,lncRNA:CR44805,0,0,0,0,0,0
FBgn0266041,asRNA:CR44806,0.23,0.34,0.13,0,0.36,0.24
FBgn0266042,asRNA:CR44807,0.99,0.83,1.12,1.3,1.52,1.7
FBgn0266043,lncRNA:CR44808,0,0,0,0,0,0
FBgn0266044,lncRNA:CR44809,0.25,0.06,0,0.46,0.58,0.88
FBgn0266045,lncRNA:CR44810,0,0.08,0,0,0,0
FBgn0266046,lncRNA:CR44811,0.1,0,0.08,1.17,0.56,0.44
FBgn0266047,CG44812,0,0,0,0,0,0
FBgn0266048,lncRNA:CR44813,0,0,0,0.04,0,0
FBgn0266049,lncRNA:CR44814,0.66,0.39,0.3,2.02,1.63,1.39
FBgn0266050,CG44815,0,0,0,0,0,0
FBgn0266051,lncRNA:CR44816,1.43,1.14,1.73,1.9,2.76,2.47
FBgn0266052,lncRNA:CR44817,0,0,0,0,0,0
FBgn0266053,Patr-1,61.65,60.6,72.72,24.16,27.85,22.38
FBgn0266064,GlyS,284.09,278.41,298.72,55.05,55.85,52.52
FBgn0266065,asRNA:CR44818,0,0,0,0,0,0
FBgn0266066,lncRNA:CR44819,0,0,0,0.04,0,0
FBgn0266067,lncRNA:CR44820,0,0,0,0,0,0
FBgn0266068,lncRNA:CR44821,0,0,0,0,0,0
